0.213638	2.866309	F:min
0.213638	0.213638	N
2.866309	4.379578	Db:maj
4.379578	7.922408	Eb:maj
7.922408	9.649315	F:min
9.649315	11.340616	Db:maj
11.340616	14.812233	Eb:maj
14.812233	16.521336	Ab:maj
16.521336	18.301653	C:min
18.301653	20.776293	F:min
20.776293	21.702057	Eb:maj
21.702057	23.375555	Ab:maj
23.375555	25.084658	C:min
25.084658	27.630511	F:min
27.630511	28.520669	Eb:maj
28.520669	30.283182	Ab:maj
30.283182	31.938877	C:min
31.938877	34.466926	F:min
34.466926	35.339281	Eb:maj
35.339281	37.083991	Ab:maj
37.083991	38.775292	C:min
38.775292	40.520002	F:min
40.520002	43.938209	Eb:maj
43.938209	45.647313	F:min
45.647313	47.338614	Db:maj
47.338614	50.774624	Eb:maj
50.774624	52.519334	F:min
52.519334	54.175029	Db:maj
54.175029	55.919739	Eb:maj
55.919739	57.611039	C:maj
57.611039	59.337946	Bb:min
59.337946	61.029247	C:min
61.029247	62.791760	Eb:maj
62.791760	64.500864	C:maj
64.500864	67.936875	Db:maj
67.936875	71.319476	Eb:maj
71.319476	73.081989	Ab:maj
73.081989	74.791093	C:min
74.791093	77.354748	F:min
77.354748	78.227103	Eb:maj
78.227103	79.936207	Ab:maj
79.936207	81.680917	C:min
81.680917	84.191163	F:min
84.191163	85.081322	Eb:maj
85.081322	86.808229	Ab:maj
86.808229	88.499529	C:min
88.499529	91.098791	F:min
91.098791	91.935540	Eb:maj
91.935540	93.626840	Ab:maj
93.626840	95.318141	C:min
95.318141	97.045048	F:min
97.045048	100.481059	Eb:maj
100.481059	102.190162	F:min
102.190162	103.917069	Db:maj
103.917069	107.335277	Eb:maj
107.335277	109.026577	F:min
109.026577	110.789091	Db:maj
110.789091	112.515998	Eb:maj
112.515998	114.189495	C:maj
114.189495	115.934205	Bb:min
115.934205	117.661112	C:min
117.661112	119.405822	Eb:maj
119.405822	121.061516	C:maj
121.061516	124.515330	Db:maj
124.515330	127.897931	Eb:maj
127.897931	129.672616	C:min
129.672616	131.375744	F:min
131.375744	134.770253	Eb:maj
134.770253	136.520364	C:min
136.520364	138.235237	F:min
138.235237	141.629747	Eb:maj
141.629747	143.368112	C:min
143.368112	145.082985	F:min
145.082985	148.524477	Eb:maj
148.524477	150.215859	C:min
150.215859	151.930733	F:min
151.930733	158.813718	Eb:maj
158.813718	160.540337	F:min
160.540337	162.290447	Db:maj
162.290447	165.684957	Eb:maj
165.684957	167.364593	F:min
167.364593	169.055975	Db:maj
169.055975	171.240677	Eb:maj
171.240677	172.497467	N
172.497467	174.200595	G:min
174.200595	175.915469	Eb:maj
175.915469	179.333470	F:maj
179.333470	181.071834	G:min
181.071834	182.763216	Eb:maj
182.763216	184.478090	F:maj
184.478090	186.216454	D:maj
186.216454	187.919582	C:min
187.919582	189.646201	D:min
189.646201	191.349329	F:maj
191.349329	193.075948	D:maj
193.075948	196.517440	Eb:maj
196.517440	199.958933	F:maj
199.958933	201.626823	G:min
201.626823	203.408831	Eb:maj
203.408831	206.795201	F:maj
206.795201	208.582802	G:min
208.582802	210.269693	Eb:maj
210.269693	217.432685	F:maj
