,Song No.,Frame No.,chroma_cqt C,chroma_cqt C#,chroma_cqt D,chroma_cqt D#,chroma_cqt E,chroma_cqt F,chroma_cqt F#,chroma_cqt G,chroma_cqt G#,chroma_cqt A,chroma_cqt A#,chroma_cqt B,chroma_cens C,chroma_cens C#,chroma_cens D,chroma_cens D#,chroma_cens E,chroma_cens F,chroma_cens F#,chroma_cens G,chroma_cens G#,chroma_cens A,chroma_cens A#,chroma_cens B,label
0,7,1,0.3224203586578369,0.5891419649124146,0.8258881568908691,1.0,0.8816040754318237,0.8025315999984741,0.5164721012115479,0.38132086396217346,0.4758163392543793,0.3186146914958954,0.21908704936504364,0.11236421018838882,0.19292800467572266,0.2121023547403872,0.4211463906649597,0.4242047094807744,0.4242047094807744,0.4242047094807744,0.3157160534567832,0.2121023547403872,0.23127670480505172,0.040239299276895554,0.005739652208386912,0.027804546791930475,N
1,7,2,0.352071613073349,0.545818567276001,0.7733168601989746,0.9592503309249878,1.0,0.8027365207672119,0.5638308525085449,0.47563570737838745,0.8539611101150513,0.376138299703598,0.2672695815563202,0.1830446571111679,0.1943099863180498,0.2119835031915622,0.41919745009023135,0.4239670063831244,0.4239670063831244,0.4239670063831244,0.31926619731697686,0.2119835031915622,0.2296570200650746,0.03897369644616443,0.008587977636720116,0.033661466260531195,N
2,7,3,0.4032246470451355,0.5734066963195801,0.8674044013023376,0.9735414385795593,1.0,0.8377771973609924,0.6439683437347412,0.48766276240348816,0.7157444357872009,0.4162873923778534,0.3155097961425781,0.19323791563510895,0.19562909471791368,0.21187054205193553,0.4170674001791005,0.42374108410387107,0.42374108410387107,0.42374108410387107,0.3226402582644686,0.21187054205193553,0.22811198938595742,0.03833054251359826,0.012019587621483929,0.039884230289709104,N
3,7,4,0.3816733956336975,0.5315484404563904,0.7326194047927856,0.8381088972091675,1.0,0.7390090227127075,0.6483668088912964,0.4615879952907562,0.3884262144565582,0.22625376284122467,0.21655330061912537,0.23054105043411255,0.1968791991462673,0.21175036896697186,0.41480529949096534,0.4235007379339437,0.4235007379339437,0.4235007379339437,0.32588490964395983,0.21175036896697186,0.22662153878767632,0.03832474883937642,0.016018942774109445,0.04643697635834369,N
4,7,5,0.38091352581977844,0.6259726881980896,0.8465868830680847,0.9660785794258118,1.0,0.7931678295135498,0.7022227644920349,0.47592994570732117,0.5048621892929077,0.3128652274608612,0.16355736553668976,0.23439021408557892,0.19806014540888717,0.21161785015642795,0.4124580459137958,0.4232357003128559,0.4232357003128559,0.4232357003128559,0.32896204866336903,0.21161785015642795,0.22517555490396876,0.03896244120983035,0.020568573771877794,0.05328919266452054,N
5,7,6,0.4586523473262787,0.5621400475502014,0.7816072702407837,0.9426625967025757,1.0,0.8090879321098328,0.653181254863739,0.45187464356422424,0.5805560350418091,0.33856073021888733,0.3396662771701813,0.28132832050323486,0.19917143362662576,0.21146872810903664,0.41006174416977714,0.42293745621807327,0.42293745621807327,0.42293745621807327,0.33184197618782346,0.21146872810903664,0.22376602259144748,0.04024402321790911,0.025575067473954754,0.06041348305723184,N
6,7,7,0.44026753306388855,0.6336773037910461,0.8922358751296997,0.9651755094528198,1.0,0.8543888926506042,0.6288267970085144,0.49634265899658203,0.5449650287628174,0.27189332246780396,0.26539817452430725,0.29965147376060486,0.2002136876304881,0.2113010685362199,0.4076483248560718,0.4225306811131248,0.4226021370724398,0.4226021370724398,0.33457446561535076,0.2113010685362199,0.2223884494419517,0.04216703893195478,0.030890122698423908,0.06778477749782638,N
7,7,8,0.4439104497432709,0.6430326700210571,0.879767656326294,0.9695576429367065,1.0,0.8792784810066223,0.681647539138794,0.5079531669616699,0.36703363060951233,0.33649736642837524,0.23424787819385529,0.2757315933704376,0.20119204818853445,0.21111870317355205,0.4052548072663101,0.421897468293405,0.4222374063471041,0.4222374063471041,0.3372068849422447,0.21111870317355205,0.22104535815856965,0.04472835671842816,0.03646041824424693,0.07538061604193032,N
8,7,9,0.4182521402835846,0.6551126837730408,0.8491523265838623,0.9416821002960205,1.0,0.9145943522453308,0.728358805179596,0.47257333993911743,0.360527902841568,0.30591148138046265,0.2238977551460266,0.295960932970047,0.202115346363046,0.2109301826744971,0.4029230356536279,0.420951687947321,0.4218603653489942,0.42179472905662113,0.33978546865256987,0.2109301826744971,0.2197450189859482,0.04792488835941139,0.042240022859253316,0.08318048297521671,N
9,7,10,0.4664449989795685,0.6371925473213196,0.8436397910118103,0.9412603378295898,1.0,0.9621509313583374,0.7827861309051514,0.5330492258071899,0.4278981685638428,0.30424964427948,0.2566210627555847,0.3258020579814911,0.20299111904734748,0.21074347927790252,0.4006908845660531,0.41968579665166816,0.42148695855580504,0.4211712842557823,0.3423488078628801,0.21074347927790252,0.2184958395084575,0.05181619043609398,0.04812383746504689,0.09109971580922809,N
