0.000000	8.221501	N
8.221501	24.073028	E:maj
24.073028	27.059976	E:maj
27.059976	29.692039	F#:min
29.692039	32.412824	C#:min
32.412824	35.370198	A:maj
35.370198	38.209277	E:maj
38.209277	40.900488	F#:min
40.900488	43.591699	C#:min
43.591699	46.460352	A:maj
46.460352	49.240284	C#:min
49.240284	51.961069	B:maj/3
51.961069	54.622706	E:maj
54.622706	60.093848	C:maj
60.093848	62.755485	E:maj
62.755485	65.417122	B:maj
65.417122	68.137907	C#:min
68.137907	70.829117	A:maj
70.829117	73.490754	E:maj
73.490754	76.152391	B:maj
76.152391	78.873176	C#:min
78.873176	81.564386	A:maj
81.564386	84.226023	E:maj
84.226023	86.887660	B:maj
86.887660	89.608445	C#:min
89.608445	92.181361	A:maj
92.181361	94.813424	E:maj
94.813424	97.356766	F#:min
97.356766	100.047977	C#:min
100.047977	102.739187	A:maj
102.739187	105.312103	E:maj
105.312103	107.973740	F#:min
107.973740	110.576230	C#:min
110.576230	113.208293	A:maj
113.208293	115.840356	C#:min
115.840356	118.383698	B:maj/3
118.383698	121.104482	E:maj
121.104482	126.398183	C:maj
126.398183	129.059820	E:maj
129.059820	131.721457	B:maj
131.721457	134.442241	C#:min
134.442241	137.133452	A:maj
137.133452	139.795089	E:maj
139.795089	142.456726	B:maj
142.456726	145.059215	C#:min
145.059215	147.454689	A:maj
147.454689	150.116326	F:maj
150.116326	152.777962	C:maj
152.777962	155.498747	D:min
155.498747	158.189958	Bb:maj
158.189958	160.851595	F:maj
160.851595	163.513232	C:maj
163.513232	166.234016	D:min
166.234016	171.172831	Bb:min
171.172831	179.423906	F:maj
