0.000000	10.959615	N
10.959615	12.021958	D:maj
12.021958	13.709604	B:min
13.709604	14.751776	G:maj
14.751776	16.452869	D:maj
16.452869	17.501765	A:maj
17.501765	19.202859	B:min
19.202859	20.245031	G:maj
20.245031	21.946124	D:maj
21.946124	22.932139	D:maj
22.932139	24.636075	B:min
24.636075	25.651883	G:maj
25.651883	27.388587	D:maj
27.388587	28.415317	A:maj
28.415317	30.105600	B:min
30.105600	31.143253	G:maj
31.143253	32.885419	D:maj
32.885419	33.901013	D:maj
33.901013	35.622093	B:min
35.622093	36.651414	G:maj
36.651414	38.387712	D:maj
38.387712	39.408981	A:maj
39.408981	41.104725	B:min
41.104725	42.150571	G:maj
42.150571	43.876352	D:maj
43.876352	44.897621	D:maj
44.897621	46.587904	B:min
46.587904	47.633749	G:maj
47.633749	49.334955	D:maj
49.334955	50.378069	A:maj
50.378069	52.073813	B:min
52.073813	53.108736	G:maj
53.108736	54.804480	D:maj
54.804480	55.790494	D:maj
55.790494	57.494430	E:min7
57.494430	58.510238	B:min7
58.510238	60.246942	E:min7
60.246942	61.273673	A:maj
61.273673	62.963956	B:min
62.963956	64.001609	G:maj
64.001609	65.743774	D:maj
65.743774	66.729789	D:maj
66.729789	68.433725	B:min
68.433725	69.449533	G:maj
69.449533	71.186237	D:maj
71.186237	72.212968	A:maj
72.212968	73.903250	B:min
73.903250	74.940904	G:maj
74.940904	76.683069	D:maj
76.683069	77.698663	D:maj
77.698663	79.419744	B:min
79.419744	80.449064	G:maj
80.449064	82.185362	D:maj
82.185362	83.206632	A:maj
83.206632	84.902376	B:min
84.902376	85.948221	G:maj
85.948221	87.642687	D:maj
87.642687	88.673184	D:maj
88.673184	90.385554	B:min
90.385554	91.411567	G:maj
91.411567	93.132605	D:maj
93.132605	94.149951	A:maj
94.149951	95.821806	B:min
95.821806	96.866715	G:maj
96.866715	98.602130	D:maj
98.602130	99.588145	D:maj
99.588145	101.292081	E:min7
101.292081	102.307889	B:min7
102.307889	104.044593	E:min7
104.044593	105.071323	A:maj
105.071323	106.761606	B:min
106.761606	107.799259	G:maj
107.799259	109.420042	D:maj
109.420042	130.339851	G:min7
130.339851	131.060479	A:min7
131.060479	132.112594	D:maj
132.112594	133.806068	B:min
133.806068	134.858184	G:maj
134.858184	136.502941	D:maj
136.502941	137.582155	A:maj
137.582155	139.239598	B:min
139.239598	140.298920	G:maj
140.298920	141.999773	D:maj
141.999773	143.037304	D:maj
143.037304	144.723571	B:min
144.723571	145.765768	G:maj
145.765768	147.469161	D:maj
147.469161	148.506864	A:maj
148.506864	150.200338	B:min
150.200338	151.238042	G:maj
151.238042	152.938722	D:maj
152.938722	153.962013	D:maj
153.962013	155.655487	B:min
155.655487	156.707603	G:maj
156.707603	158.386664	D:maj
158.386664	159.424367	A:maj
159.424367	161.132254	B:min
161.132254	162.169957	G:maj
162.169957	163.849019	D:maj
163.849019	164.886722	D:maj
164.886722	166.544165	E:min7
166.544165	167.624593	B:min7
167.624593	169.275342	E:min7
169.275342	170.284220	A:maj
170.284220	171.977694	B:min
171.977694	173.037016	G:maj
173.037016	174.716078	D:maj
174.716078	175.760987	A:maj
175.760987	177.425636	B:min
177.425636	178.477752	G:maj
178.477752	180.164020	D:maj
180.164020	181.172898	A:maj
181.172898	182.866372	B:min
182.866372	183.911281	G:maj
183.911281	185.568724	D:maj
185.568724	186.613634	G:maj
186.613634	188.271076	D:maj
188.271076	189.287161	G:maj
189.287161	190.922985	D:maj
190.922985	191.939069	G:maj
191.939069	198.143670	D:maj
198.143670	201.381563	N
