,Song No.,Frame No.,chroma_cqt C,chroma_cqt C#,chroma_cqt D,chroma_cqt D#,chroma_cqt E,chroma_cqt F,chroma_cqt F#,chroma_cqt G,chroma_cqt G#,chroma_cqt A,chroma_cqt A#,chroma_cqt B,chroma_cens C,chroma_cens C#,chroma_cens D,chroma_cens D#,chroma_cens E,chroma_cens F,chroma_cens F#,chroma_cens G,chroma_cens G#,chroma_cens A,chroma_cens A#,chroma_cens B,label
0,1,1,0.3873577415943146,0.44634732604026794,0.42121055722236633,0.5734047889709473,0.7748204469680786,0.8973121047019958,1.0,0.7526221871376038,0.4583512544631958,0.42259588837623596,0.3638463020324707,0.3447929620742798,0.21997237319239557,0.21997237319239557,0.21997237319239557,0.21997237319239557,0.43994474638479114,0.43994474638479114,0.43994474638479114,0.28095502556975055,0.21997237319239557,0.21997237319239557,0.1808559054976681,0.1318112500191761,N
1,1,2,0.41547173261642456,0.46873071789741516,0.437520295381546,0.5761374235153198,0.7924121618270874,0.9196910262107849,1.0,0.7438520789146423,0.49444663524627686,0.43788114190101624,0.38066843152046204,0.35396045446395874,0.22046600460723326,0.22046600460723326,0.22046600460723326,0.22056865334133574,0.4409320092144665,0.4409320092144665,0.4409320092144665,0.2784208812666805,0.22046600460723326,0.22046600460723326,0.17787181756757336,0.12610904950073987,N
2,1,3,0.4371795654296875,0.48072218894958496,0.4436892569065094,0.5716880559921265,0.7851237654685974,0.942727267742157,1.0,0.7263396382331848,0.5138083100318909,0.45939889550209045,0.38525035977363586,0.36048567295074463,0.22085674865995988,0.22085674865995988,0.22085674865995988,0.22133002348429015,0.44171349731991977,0.44171349731991977,0.44171349731991977,0.2765275530959932,0.22085674865995988,0.22085674865995988,0.17518324654748915,0.1209768776470949,N
3,1,4,0.44794878363609314,0.48336949944496155,0.44331321120262146,0.5621164441108704,0.7661296129226685,0.9557598829269409,1.0,0.7052141427993774,0.5175005793571472,0.4728584587574005,0.3785346746444702,0.3598121404647827,0.22114307040672876,0.22114307040672876,0.22114307040672876,0.22237109492457316,0.4422861408134575,0.4422861408134575,0.4422861408134575,0.27528423383953005,0.22114307040672876,0.22114307040672876,0.17279433721309032,0.1163590338433449,N
4,1,5,0.4538930356502533,0.4821350872516632,0.44223737716674805,0.5550732612609863,0.7504668235778809,0.9634619951248169,1.0,0.6859388947486877,0.5126570463180542,0.47909244894981384,0.3674297630786896,0.35560402274131775,0.2213266352619392,0.2213266352619392,0.2213266352619392,0.22377615413238305,0.4426532705238784,0.4426532705238784,0.4426532705238784,0.27469446946924253,0.2213266352619392,0.2213266352619392,0.17070785863314836,0.11212875272338316,N
5,1,6,0.4595506489276886,0.4831370711326599,0.44208040833473206,0.5541752576828003,0.7407616972923279,0.9661058187484741,1.0,0.6734446883201599,0.5112659335136414,0.4815736413002014,0.361050009727478,0.35141870379447937,0.22140874507550495,0.22140874507550495,0.22140874507550495,0.22560598117114836,0.4428174901510099,0.4428174901510099,0.4428174901510099,0.2747558564611804,0.22140874507550495,0.22140874507550495,0.16892430802444364,0.1081877443524933,N
6,1,7,0.4721243381500244,0.4869033992290497,0.4419534206390381,0.555081307888031,0.7407511472702026,0.9729814529418945,1.0,0.6665606498718262,0.5144470930099487,0.4977629780769348,0.37824052572250366,0.3603198826313019,0.2213939323371006,0.2213939323371006,0.2213939323371006,0.22783353716523044,0.4427878646742012,0.4427878646742012,0.4427878646742012,0.27546698169437733,0.2213939323371006,0.2213939323371006,0.16744585768985737,0.10446080793693639,N
7,1,8,0.4529293179512024,0.47190356254577637,0.42328494787216187,0.5355652570724487,0.7316252589225769,0.9731032252311707,1.0,0.6528441905975342,0.4852660894393921,0.48193687200546265,0.35459741950035095,0.33508527278900146,0.2212918082451409,0.2212918082451409,0.2212918082451409,0.23036859481070374,0.4425836164902818,0.4425836164902818,0.4425836164902818,0.27683111898487417,0.2212918082451409,0.2212918082451409,0.16620675758603914,0.10089133302909944,N
8,1,9,0.44300055503845215,0.4704771637916565,0.40761327743530273,0.5234710574150085,0.7287293076515198,0.9747365117073059,1.0,0.6370699405670166,0.47023239731788635,0.4789406359195709,0.350347101688385,0.3209679126739502,0.22111248642417403,0.22111248642417403,0.22111248642417403,0.23313652383817626,0.44222497284834805,0.44222497284834805,0.44222497284834805,0.27885126867992305,0.22111248642417403,0.22111248642417403,0.16508561864051524,0.09743526892639001,N
9,1,10,0.43572109937667847,0.4753689765930176,0.393667072057724,0.5094360709190369,0.7261974215507507,0.9736642837524414,1.0,0.62806636095047,0.4584945738315582,0.4814698398113251,0.34059610962867737,0.30001184344291687,0.22086066039518526,0.22086066039518526,0.22086066039518526,0.23613432417793667,0.4417213207903705,0.4417213207903705,0.4417213207903705,0.2815227452498099,0.22086066039518526,0.22086066039518526,0.16397763428501205,0.09405598350437609,N
