0.000000	2.112971	N
2.112971	5.895870	A:min
5.895870	9.576528	F:maj
9.576528	13.308307	C:maj
13.308307	16.903765	G:maj
16.903765	20.720744	A:min
20.720744	24.384363	F:maj
24.384363	28.013901	C:maj
28.013901	31.864961	G:maj 
31.864961	35.528579	F:maj
35.528579	39.260358	C:maj
39.260358	42.975097	A:min
42.975097	46.570555	G:maj
46.570555	47.456639	F:maj
47.456639	48.001922	G:maj
48.001922	50.251213	A:min
50.251213	51.188418	F:maj
51.188418	51.580340	G:maj
51.580340	53.897792	C:maj
53.897792	55.789241	F:maj
55.789241	57.629571	G:maj
57.629571	61.242069	C:maj
61.242069	65.007928	A:min
65.007928	68.569306	F:maj
68.569306	72.386285	C:maj
72.386285	75.998783	G:maj
75.998783	79.713522	A:min
79.713522	83.428261	F:maj
83.428261	87.108919	C:maj
87.108919	90.772538	G:maj
90.772538	94.566393	F:maj
94.566393	98.219016	C:maj
98.219016	101.908164	A:min
101.908164	105.579050	G:maj
105.579050	106.528732	F:maj
106.528732	106.967046	G:maj
106.967046	109.268198	A:min
109.268198	110.163091	F:maj
110.163091	110.637932	G:maj
110.637932	112.957347	C:maj
112.957347	114.747132	F:maj
114.747132	116.664759	G:maj
116.664759	120.262592	Bb:maj
120.262592	123.896951	F:maj
123.896951	127.659152	C:maj
127.659152	131.256985	Bb:maj
131.256985	134.854818	F:maj
134.854818	138.470914	G:maj
138.470914	142.324431	F:maj
142.324431	145.794422	C:maj
145.794422	149.465308	A:min
149.465308	153.136193	G:maj
153.136193	154.049349	F:maj
154.049349	154.524190	G:maj
154.524190	156.807079	A:min
156.807079	157.738497	F:maj
157.738497	158.231601	G:maj
158.231601	160.517337	C:maj
160.517337	162.306818	F:maj
162.306818	164.156786	G:maj
164.156786	167.813548	A:min
167.813548	168.767485	F:maj
168.767485	169.276252	G:maj
169.276252	171.692894	A:min
171.692894	172.678630	F:maj
172.678630	173.219195	G:maj
173.219195	175.763029	C:maj
175.763029	177.798096	F:maj
177.798096	184.904932	G:maj
184.904932	187.273878	F:maj
187.273878	189.770015	Bb:maj
189.770015	195.779822	F:maj
195.779822	201.296762	C:maj
201.296762	210.206500	N
